30 90; 0 0; -30 30
29 221; 37 58; 29 -8
<0: 30 -8; 37 59; 30 -8
30 229; 37 59; 30 -8
<0: 30 -111; 38 0; -30 -9
30 126; 38 0; -30 -9
<0: 29 -107; 38 1; -29 -9
29 122; 38 1; -29 -9
<0: 28 -103; 38 2; -28 -9
28 118; 38 2; -28 -9
<0: 27 -99; 38 3; -27 -9
27 114; 38 3; -27 -9
<0: 26 -95; 38 4; -26 -9
26 110; 38 4; -26 -9
<0: 25 -91; 38 5; -25 -9
25 106; 38 5; -25 -9
<0: 24 -87; 38 6; -24 -9
24 102; 38 6; -24 -9
<0: 23 -83; 38 7; -23 -9
23 98; 38 7; -23 -9
<0: 22 -79; 38 8; -22 -9
22 94; 38 8; -22 -9
<0: 21 -75; 38 9; -21 -9
21 90; 38 9; -21 -9
<0: 20 -71; 38 10; -20 -9
20 86; 38 10; -20 -9
<0: 19 -67; 38 11; -19 -9
19 82; 38 11; -19 -9
<0: 18 -63; 38 12; -18 -9
18 78; 38 12; -18 -9
<0: 17 -59; 38 13; -17 -9
17 74; 38 13; -17 -9
<0: 16 -55; 38 14; -16 -9
16 70; 38 14; -16 -9
<0: 15 -51; 38 15; -15 -9
15 66; 38 15; -15 -9
<0: 14 -47; 38 16; -14 -9
14 62; 38 16; -14 -9
<0: 13 -43; 38 17; -13 -9
13 58; 38 17; -13 -9
<0: 12 -39; 38 18; -12 -9
12 54; 38 18; -12 -9
<0: 11 -35; 38 19; -11 -9
11 50; 38 19; -11 -9
<0: 10 -31; 38 20; -10 -9
10 46; 38 20; -10 -9
<0: 9 -27; 38 21; -9 -9
9 42; 38 21; -9 -9
<0: 9 -26; 38 22; -8 -9
9 43; 38 22; -8 -9
<0: 9 -25; 38 23; -7 -9
9 44; 38 23; -7 -9
<0: 9 -24; 38 24; -6 -9
9 45; 38 24; -6 -9
<0: 9 -23; 38 25; -5 -9
9 46; 38 25; -5 -9
<0: 9 -22; 38 26; -4 -9
9 47; 38 26; -4 -9
<0: 9 -21; 38 27; -3 -9
9 48; 38 27; -3 -9
<0: 9 -20; 38 28; -2 -9
9 49; 38 28; -2 -9
<0: 9 -19; 38 29; -1 -9
9 50; 38 29; -1 -9
<0: 9 -17; 38 30; 1 -9
9 52; 38 30; 1 -9
<0: 9 -16; 38 31; 2 -9
9 53; 38 31; 2 -9
<0: 9 -15; 38 32; 3 -9
9 54; 38 32; 3 -9
<0: 9 -14; 38 33; 4 -9
9 55; 38 33; 4 -9
<0: 9 -13; 38 34; 5 -9
9 56; 38 34; 5 -9
<0: 9 -12; 38 35; 6 -9
9 57; 38 35; 6 -9
<0: 9 -11; 38 36; 7 -9
9 58; 38 36; 7 -9
<0: 9 -10; 38 37; 8 -9
9 59; 38 37; 8 -9
<0: 9 -9; 38 38; 9 -9
9 60; 38 38; 9 -9
<0: 10 -9; 38 39; 10 -9
10 68; 38 39; 10 -9
<0: 11 -9; 38 40; 11 -9
11 76; 38 40; 11 -9
<0: 12 -9; 38 41; 12 -9
12 84; 38 41; 12 -9
<0: 13 -9; 38 42; 13 -9
13 92; 38 42; 13 -9
<0: 14 -9; 38 43; 14 -9
14 100; 38 43; 14 -9
<0: 15 -9; 38 44; 15 -9
15 108; 38 44; 15 -9
<0: 16 -9; 38 45; 16 -9
16 116; 38 45; 16 -9
<0: 17 -9; 38 46; 17 -9
17 124; 38 46; 17 -9
<0: 18 -9; 38 47; 18 -9
18 132; 38 47; 18 -9
<0: 19 -9; 38 48; 19 -9
19 140; 38 48; 19 -9
<0: 20 -9; 38 49; 20 -9
20 148; 38 49; 20 -9
<0: 21 -9; 38 50; 21 -9
21 156; 38 50; 21 -9
<0: 22 -9; 38 51; 22 -9
22 164; 38 51; 22 -9
<0: 23 -9; 38 52; 23 -9
23 172; 38 52; 23 -9
<0: 24 -9; 38 53; 24 -9
24 180; 38 53; 24 -9
<0: 25 -9; 38 54; 25 -9
25 188; 38 54; 25 -9
<0: 26 -9; 38 55; 26 -9
26 196; 38 55; 26 -9
<0: 27 -9; 38 56; 27 -9
27 204; 38 56; 27 -9
<0: 28 -9; 38 57; 28 -9
28 212; 38 57; 28 -9
<0: 29 -9; 38 58; 29 -9
29 220; 38 58; 29 -9
<0: 30 -9; 38 59; 30 -9
30 228; 38 59; 30 -9
<0: 30 -110; 39 0; -30 -10
30 127; 39 0; -30 -10
<0: 29 -106; 39 1; -29 -10
29 123; 39 1; -29 -10
<0: 28 -102; 39 2; -28 -10
28 119; 39 2; -28 -10
<0: 27 -98; 39 3; -27 -10
27 115; 39 3; -27 -10
<0: 26 -94; 39 4; -26 -10
26 111; 39 4; -26 -10
<0: 25 -90; 39 5; -25 -10
25 107; 39 5; -25 -10
<0: 24 -86; 39 6; -24 -10
24 103; 39 6; -24 -10
<0: 23 -82; 39 7; -23 -10
23 99; 39 7; -23 -10
<0: 22 -78; 39 8; -22 -10
22 95; 39 8; -22 -10
<0: 21 -74; 39 9; -21 -10
21 91; 39 9; -21 -10
<0: 20 -70; 39 10; -20 -10
20 87; 39 10; -20 -10
<0: 19 -66; 39 11; -19 -10
19 83; 39 11; -19 -10
<0: 18 -62; 39 12; -18 -10
18 79; 39 12; -18 -10
<0: 17 -58; 39 13; -17 -10
17 75; 39 13; -17 -10
<0: 16 -54; 39 14; -16 -10
16 71; 39 14; -16 -10
<0: 15 -50; 39 15; -15 -10
15 67; 39 15; -15 -10
<0: 14 -46; 39 16; -14 -10
14 63; 39 16; -14 -10
<0: 13 -42; 39 17; -13 -10
13 59; 39 17; -13 -10
<0: 12 -38; 39 18; -12 -10
12 55; 39 18; -12 -10
<0: 11 -34; 39 19; -11 -10
11 51; 39 19; -11 -10
<0: 10 -30; 39 20; -10 -10
10 47; 39 20; -10 -10
<0: 10 -29; 39 21; -9 -10
10 48; 39 21; -9 -10
<0: 10 -28; 39 22; -8 -10
10 49; 39 22; -8 -10
<0: 10 -27; 39 23; -7 -10
10 50; 39 23; -7 -10
<0: 10 -26; 39 24; -6 -10
10 51; 39 24; -6 -10
<0: 10 -25; 39 25; -5 -10
10 52; 39 25; -5 -10
<0: 10 -24; 39 26; -4 -10
10 53; 39 26; -4 -10
<0: 10 -23; 39 27; -3 -10
10 54; 39 27; -3 -10
<0: 10 -22; 39 28; -2 -10
10 55; 39 28; -2 -10
<0: 10 -21; 39 29; -1 -10
10 56; 39 29; -1 -10
<0: 10 -19; 39 30; 1 -10
10 58; 39 30; 1 -10
<0: 10 -18; 39 31; 2 -10
10 59; 39 31; 2 -10
<0: 10 -17; 39 32; 3 -10
10 60; 39 32; 3 -10
<0: 10 -16; 39 33; 4 -10
10 61; 39 33; 4 -10
<0: 10 -15; 39 34; 5 -10
10 62; 39 34; 5 -10
<0: 10 -14; 39 35; 6 -10
10 63; 39 35; 6 -10
<0: 10 -13; 39 36; 7 -10
10 64; 39 36; 7 -10
<0: 10 -12; 39 37; 8 -10
10 65; 39 37; 8 -10
<0: 10 -11; 39 38; 9 -10
10 66; 39 38; 9 -10
<0: 10 -10; 39 39; 10 -10
10 67; 39 39; 10 -10
<0: 11 -10; 39 40; 11 -10
11 75; 39 40; 11 -10
<0: 12 -10; 39 41; 12 -10
12 83; 39 41; 12 -10
<0: 13 -10; 39 42; 13 -10
13 91; 39 42; 13 -10
<0: 14 -10; 39 43; 14 -10
14 99; 39 43; 14 -10
<0: 15 -10; 39 44; 15 -10
15 107; 39 44; 15 -10
<0: 16 -10; 39 45; 16 -10
16 115; 39 45; 16 -10
<0: 17 -10; 39 46; 17 -10
17 123; 39 46; 17 -10
<0: 18 -10; 39 47; 18 -10
18 131; 39 47; 18 -10
<0: 19 -10; 39 48; 19 -10
19 139; 39 48; 19 -10
<0: 20 -10; 39 49; 20 -10
20 147; 39 49; 20 -10
<0: 21 -10; 39 50; 21 -10
21 155; 39 50; 21 -10
<0: 22 -10; 39 51; 22 -10
22 163; 39 51; 22 -10
<0: 23 -10; 39 52; 23 -10
23 171; 39 52; 23 -10
<0: 24 -10; 39 53; 24 -10
24 179; 39 53; 24 -10
<0: 25 -10; 39 54; 25 -10
25 187; 39 54; 25 -10
<0: 26 -10; 39 55; 26 -10
26 195; 39 55; 26 -10
<0: 27 -10; 39 56; 27 -10
27 203; 39 56; 27 -10
<0: 28 -10; 39 57; 28 -10
28 211; 39 57; 28 -10
<0: 29 -10; 39 58; 29 -10
29 219; 39 58; 29 -10
<0: 30 -10; 39 59; 30 -10
30 227; 39 59; 30 -10
<0: 30 -109; 40 0; -30 -11
30 128; 40 0; -30 -11
<0: 29 -105; 40 1; -29 -11
29 124; 40 1; -29 -11
<0: 28 -101; 40 2; -28 -11
28 120; 40 2; -28 -11
<0: 27 -97; 40 3; -27 -11
27 116; 40 3; -27 -11
<0: 26 -93; 40 4; -26 -11
26 112; 40 4; -26 -11
<0: 25 -89; 40 5; -25 -11
25 108; 40 5; -25 -11
<0: 24 -85; 40 6; -24 -11
24 104; 40 6; -24 -11
<0: 23 -81; 40 7; -23 -11
23 100; 40 7; -23 -11
<0: 22 -77; 40 8; -22 -11
22 96; 40 8; -22 -11
<0: 21 -73; 40 9; -21 -11
21 92; 40 9; -21 -11
<0: 20 -69; 40 10; -20 -11
20 88; 40 10; -20 -11
<0: 19 -65; 40 11; -19 -11
19 84; 40 11; -19 -11
<0: 18 -61; 40 12; -18 -11
18 80; 40 12; -18 -11
<0: 17 -57; 40 13; -17 -11
17 76; 40 13; -17 -11
<0: 16 -53; 40 14; -16 -11
16 72; 40 14; -16 -11
<0: 15 -49; 40 15; -15 -11
15 68; 40 15; -15 -11
<0: 14 -45; 40 16; -14 -11
14 64; 40 16; -14 -11
<0: 13 -41; 40 17; -13 -11
13 60; 40 17; -13 -11
<0: 12 -37; 40 18; -12 -11
12 56; 40 18; -12 -11
<0: 11 -33; 40 19; -11 -11
11 52; 40 19; -11 -11
<0: 11 -32; 40 20; -10 -11
11 53; 40 20; -10 -11
<0: 11 -31; 40 21; -9 -11
11 54; 40 21; -9 -11
<0: 11 -30; 40 22; -8 -11
11 55; 40 22; -8 -11
<0: 11 -29; 40 23; -7 -11
11 56; 40 23; -7 -11
<0: 11 -28; 40 24; -6 -11
11 57; 40 24; -6 -11
<0: 11 -27; 40 25; -5 -11
11 58; 40 25; -5 -11
<0: 11 -26; 40 26; -4 -11
11 59; 40 26; -4 -11
<0: 11 -25; 40 27; -3 -11
11 60; 40 27; -3 -11
<0: 11 -24; 40 28; -2 -11
11 61; 40 28; -2 -11
<0: 11 -23; 40 29; -1 -11
11 62; 40 29; -1 -11
<0: 11 -21; 40 30; 1 -11
11 64; 40 30; 1 -11
<0: 11 -20; 40 31; 2 -11
11 65; 40 31; 2 -11
<0: 11 -19; 40 32; 3 -11
11 66; 40 32; 3 -11
<0: 11 -18; 40 33; 4 -11
11 67; 40 33; 4 -11
<0: 11 -17; 40 34; 5 -11
11 68; 40 34; 5 -11
<0: 11 -16; 40 35; 6 -11
11 69; 40 35; 6 -11
<0: 11 -15; 40 36; 7 -11
11 70; 40 36; 7 -11
<0: 11 -14; 40 37; 8 -11
11 71; 40 37; 8 -11
<0: 11 -13; 40 38; 9 -11
11 72; 40 38; 9 -11
<0: 11 -12; 40 39; 10 -11
11 73; 40 39; 10 -11
<0: 11 -11; 40 40; 11 -11
11 74; 40 40; 11 -11
<0: 12 -11; 40 41; 12 -11
12 82; 40 41; 12 -11
<0: 13 -11; 40 42; 13 -11
13 90; 40 42; 13 -11
<0: 14 -11; 40 43; 14 -11
14 98; 40 43; 14 -11
<0: 15 -11; 40 44; 15 -11
15 106; 40 44; 15 -11
<0: 16 -11; 40 45; 16 -11
16 114; 40 45; 16 -11
<0: 17 -11; 40 46; 17 -11
17 122; 40 46; 17 -11
<0: 18 -11; 40 47; 18 -11
18 130; 40 47; 18 -11
<0: 19 -11; 40 48; 19 -11
19 138; 40 48; 19 -11
<0: 20 -11; 40 49; 20 -11
20 146; 40 49; 20 -11
<0: 21 -11; 40 50; 21 -11
21 154; 40 50; 21 -11
<0: 22 -11; 40 51; 22 -11
22 162; 40 51; 22 -11
<0: 23 -11; 40 52; 23 -11
23 170; 40 52; 23 -11
<0: 24 -11; 40 53; 24 -11
24 178; 40 53; 24 -11
<0: 25 -11; 40 54; 25 -11
25 186; 40 54; 25 -11
<0: 26 -11; 40 55; 26 -11
26 194; 40 55; 26 -11
<0: 27 -11; 40 56; 27 -11
27 202; 40 56; 27 -11
<0: 28 -11; 40 57; 28 -11
28 210; 40 57; 28 -11
<0: 29 -11; 40 58; 29 -11
29 218; 40 58; 29 -11
<0: 30 -11; 40 59; 30 -11
30 226; 40 59; 30 -11
<0: 30 -108; 41 0; -30 -12
30 129; 41 0; -30 -12
<0: 29 -104; 41 1; -29 -12
29 125; 41 1; -29 -12
<0: 28 -100; 41 2; -28 -12
28 121; 41 2; -28 -12
<0: 27 -96; 41 3; -27 -12
27 117; 41 3; -27 -12
<0: 26 -92; 41 4; -26 -12
26 113; 41 4; -26 -12
<0: 25 -88; 41 5; -25 -12
25 109; 41 5; -25 -12
<0: 24 -84; 41 6; -24 -12
24 105; 41 6; -24 -12
<0: 23 -80; 41 7; -23 -12
23 101; 41 7; -23 -12
<0: 22 -76; 41 8; -22 -12
22 97; 41 8; -22 -12
<0: 21 -72; 41 9; -21 -12
21 93; 41 9; -21 -12
<0: 20 -68; 41 10; -20 -12
20 89; 41 10; -20 -12
<0: 19 -64; 41 11; -19 -12
19 85; 41 11; -19 -12
<0: 18 -60; 41 12; -18 -12
18 81; 41 12; -18 -12
<0: 17 -56; 41 13; -17 -12
17 77; 41 13; -17 -12
<0: 16 -52; 41 14; -16 -12
16 73; 41 14; -16 -12
<0: 15 -48; 41 15; -15 -12
15 69; 41 15; -15 -12
<0: 14 -44; 41 16; -14 -12
14 65; 41 16; -14 -12
<0: 13 -40; 41 17; -13 -12
13 61; 41 17; -13 -12
<0: 12 -36; 41 18; -12 -12
12 57; 41 18; -12 -12
<0: 12 -35; 41 19; -11 -12
12 58; 41 19; -11 -12
<0: 12 -34; 41 20; -10 -12
12 59; 41 20; -10 -12
<0: 12 -33; 41 21; -9 -12
12 60; 41 21; -9 -12
<0: 12 -32; 41 22; -8 -12
12 61; 41 22; -8 -12
<0: 12 -31; 41 23; -7 -12
12 62; 41 23; -7 -12
<0: 12 -30; 41 24; -6 -12
12 63; 41 24; -6 -12
<0: 12 -29; 41 25; -5 -12
12 64; 41 25; -5 -12
<0: 12 -28; 41 26; -4 -12
12 65; 41 26; -4 -12
<0: 12 -27; 41 27; -3 -12
12 66; 41 27; -3 -12
<0: 12 -26; 41 28; -2 -12
12 67; 41 28; -2 -12
<0: 12 -25; 41 29; -1 -12
12 68; 41 29; -1 -12
<0: 12 -23; 41 30; 1 -12
12 70; 41 30; 1 -12
<0: 12 -22; 41 31; 2 -12
12 71; 41 31; 2 -12
<0: 12 -21; 41 32; 3 -12
12 72; 41 32; 3 -12
<0: 12 -20; 41 33; 4 -12
12 73; 41 33; 4 -12
<0: 12 -19; 41 34; 5 -12
12 74; 41 34; 5 -12
<0: 12 -18; 41 35; 6 -12
12 75; 41 35; 6 -12
<0: 12 -17; 41 36; 7 -12
12 76; 41 36; 7 -12
<0: 12 -16; 41 37; 8 -12
12 77; 41 37; 8 -12
<0: 12 -15; 41 38; 9 -12
12 78; 41 38; 9 -12
<0: 12 -14; 41 39; 10 -12
12 79; 41 39; 10 -12
<0: 12 -13; 41 40; 11 -12
12 80; 41 40; 11 -12
<0: 12 -12; 41 41; 12 -12
12 81; 41 41; 12 -12
<0: 13 -12; 41 42; 13 -12
13 89; 41 42; 13 -12
<0: 14 -12; 41 43; 14 -12
14 97; 41 43; 14 -12
<0: 15 -12; 41 44; 15 -12
15 105; 41 44; 15 -12
<0: 16 -12; 41 45; 16 -12
16 113; 41 45; 16 -12
<0: 17 -12; 41 46; 17 -12
17 121; 41 46; 17 -12
<0: 18 -12; 41 47; 18 -12
18 129; 41 47; 18 -12
<0: 19 -12; 41 48; 19 -12
19 137; 41 48; 19 -12
<0: 20 -12; 41 49; 20 -12
20 145; 41 49; 20 -12
<0: 21 -12; 41 50; 21 -12
21 153; 41 50; 21 -12
<0: 22 -12; 41 51; 22 -12
22 161; 41 51; 22 -12
<0: 23 -12; 41 52; 23 -12
23 169; 41 52; 23 -12
<0: 24 -12; 41 53; 24 -12
24 177; 41 53; 24 -12
<0: 25 -12; 41 54; 25 -12
25 185; 41 54; 25 -12
<0: 26 -12; 41 55; 26 -12
26 193; 41 55; 26 -12
<0: 27 -12; 41 56; 27 -12
27 201; 41 56; 27 -12
<0: 28 -12; 41 57; 28 -12
28 209; 41 57; 28 -12
<0: 29 -12; 41 58; 29 -12
29 217; 41 58; 29 -12
<0: 30 -12; 41 59; 30 -12
30 225; 41 59; 30 -12
<0: 30 -107; 42 0; -30 -13
30 130; 42 0; -30 -13
<0: 29 -103; 42 1; -29 -13
29 126; 42 1; -29 -13
<0: 28 -99; 42 2; -28 -13
28 122; 42 2; -28 -13
<0: 27 -95; 42 3; -27 -13
27 118; 42 3; -27 -13
<0: 26 -91; 42 4; -26 -13
26 114; 42 4; -26 -13
<0: 25 -87; 42 5; -25 -13
25 110; 42 5; -25 -13
<0: 24 -83; 42 6; -24 -13
24 106; 42 6; -24 -13
<0: 23 -79; 42 7; -23 -13
23 102; 42 7; -23 -13
<0: 22 -75; 42 8; -22 -13
22 98; 42 8; -22 -13
<0: 21 -71; 42 9; -21 -13
21 94; 42 9; -21 -13
<0: 20 -67; 42 10; -20 -13
20 90; 42 10; -20 -13
<0: 19 -63; 42 11; -19 -13
19 86; 42 11; -19 -13
<0: 18 -59; 42 12; -18 -13
18 82; 42 12; -18 -13
<0: 17 -55; 42 13; -17 -13
17 78; 42 13; -17 -13
<0: 16 -51; 42 14; -16 -13
16 74; 42 14; -16 -13
<0: 15 -47; 42 15; -15 -13
15 70; 42 15; -15 -13
<0: 14 -43; 42 16; -14 -13
14 66; 42 16; -14 -13
<0: 13 -39; 42 17; -13 -13
13 62; 42 17; -13 -13
<0: 13 -38; 42 18; -12 -13
13 63; 42 18; -12 -13
<0: 13 -37; 42 19; -11 -13
13 64; 42 19; -11 -13
<0: 13 -36; 42 20; -10 -13
13 65; 42 20; -10 -13
<0: 13 -35; 42 21; -9 -13
13 66; 42 21; -9 -13
<0: 13 -34; 42 22; -8 -13
13 67; 42 22; -8 -13
<0: 13 -33; 42 23; -7 -13
13 68; 42 23; -7 -13
<0: 13 -32; 42 24; -6 -13
13 69; 42 24; -6 -13
<0: 13 -31; 42 25; -5 -13
13 70; 42 25; -5 -13
<0: 13 -30; 42 26; -4 -13
13 71; 42 26; -4 -13
<0: 13 -29; 42 27; -3 -13
13 72; 42 27; -3 -13
<0: 13 -28; 42 28; -2 -13
13 73; 42 28; -2 -13
<0: 13 -27; 42 29; -1 -13
13 74; 42 29; -1 -13
<0: 13 -25; 42 30; 1 -13
13 76; 42 30; 1 -13
<0: 13 -24; 42 31; 2 -13
13 77; 42 31; 2 -13
<0: 13 -23; 42 32; 3 -13
13 78; 42 32; 3 -13
<0: 13 -22; 42 33; 4 -13
13 79; 42 33; 4 -13
<0: 13 -21; 42 34; 5 -13
13 80; 42 34; 5 -13
<0: 13 -20; 42 35; 6 -13
13 81; 42 35; 6 -13
<0: 13 -19; 42 36; 7 -13
13 82; 42 36; 7 -13
<0: 13 -18; 42 37; 8 -13
13 83; 42 37; 8 -13
<0: 13 -17; 42 38; 9 -13
13 84; 42 38; 9 -13
<0: 13 -16; 42 39; 10 -13
13 85; 42 39; 10 -13
<0: 13 -15; 42 40; 11 -13
13 86; 42 40; 11 -13
<0: 13 -14; 42 41; 12 -13
13 87; 42 41; 12 -13
<0: 13 -13; 42 42; 13 -13
13 88; 42 42; 13 -13
<0: 14 -13; 42 43; 14 -13
14 96; 42 43; 14 -13
<0: 15 -13; 42 44; 15 -13
15 104; 42 44; 15 -13
<0: 16 -13; 42 45; 16 -13
16 112; 42 45; 16 -13
<0: 17 -13; 42 46; 17 -13
17 120; 42 46; 17 -13
<0: 18 -13; 42 47; 18 -13
18 128; 42 47; 18 -13
<0: 19 -13; 42 48; 19 -13
19 136; 42 48; 19 -13
<0: 20 -13; 42 49; 20 -13
20 144; 42 49; 20 -13
<0: 21 -13; 42 50; 21 -13
21 152; 42 50; 21 -13
<0: 22 -13; 42 51; 22 -13
22 160; 42 51; 22 -13
<0: 23 -13; 42 52; 23 -13
23 168; 42 52; 23 -13
<0: 24 -13; 42 53; 24 -13
24 176; 42 53; 24 -13
<0: 25 -13; 42 54; 25 -13
25 184; 42 54; 25 -13
<0: 26 -13; 42 55; 26 -13
26 192; 42 55; 26 -13
<0: 27 -13; 42 56; 27 -13
27 200; 42 56; 27 -13
<0: 28 -13; 42 57; 28 -13
28 208; 42 57; 28 -13
<0: 29 -13; 42 58; 29 -13
29 216; 42 58; 29 -13
<0: 30 -13; 42 59; 30 -13
30 224; 42 59; 30 -13
<0: 30 -106; 43 0; -30 -14
30 131; 43 0; -30 -14
<0: 29 -102; 43 1; -29 -14
29 127; 43 1; -29 -14
<0: 28 -98; 43 2; -28 -14
28 123; 43 2; -28 -14
<0: 27 -94; 43 3; -27 -14
27 119; 43 3; -27 -14
<0: 26 -90; 43 4; -26 -14
26 115; 43 4; -26 -14
<0: 25 -86; 43 5; -25 -14
25 111; 43 5; -25 -14
<0: 24 -82; 43 6; -24 -14
24 107; 43 6; -24 -14
<0: 23 -78; 43 7; -23 -14
23 103; 43 7; -23 -14
<0: 22 -74; 43 8; -22 -14
22 99; 43 8; -22 -14
<0: 21 -70; 43 9; -21 -14
21 95; 43 9; -21 -14
<0: 20 -66; 43 10; -20 -14
20 91; 43 10; -20 -14
<0: 19 -62; 43 11; -19 -14
19 87; 43 11; -19 -14
<0: 18 -58; 43 12; -18 -14
18 83; 43 12; -18 -14
<0: 17 -54; 43 13; -17 -14
17 79; 43 13; -17 -14
<0: 16 -50; 43 14; -16 -14
16 75; 43 14; -16 -14
<0: 15 -46; 43 15; -15 -14
15 71; 43 15; -15 -14
<0: 14 -42; 43 16; -14 -14
14 67; 43 16; -14 -14
<0: 14 -41; 43 17; -13 -14
14 68; 43 17; -13 -14
<0: 14 -40; 43 18; -12 -14
14 69; 43 18; -12 -14
<0: 14 -39; 43 19; -11 -14
14 70; 43 19; -11 -14
<0: 14 -38; 43 20; -10 -14
14 71; 43 20; -10 -14
<0: 14 -37; 43 21; -9 -14
14 72; 43 21; -9 -14
<0: 14 -36; 43 22; -8 -14
14 73; 43 22; -8 -14
<0: 14 -35; 43 23; -7 -14
14 74; 43 23; -7 -14
<0: 14 -34; 43 24; -6 -14
14 75; 43 24; -6 -14
<0: 14 -33; 43 25; -5 -14
14 76; 43 25; -5 -14
<0: 14 -32; 43 26; -4 -14
14 77; 43 26; -4 -14
<0: 14 -31; 43 27; -3 -14
14 78; 43 27; -3 -14
<0: 14 -30; 43 28; -2 -14
14 79; 43 28; -2 -14
<0: 14 -29; 43 29; -1 -14
14 80; 43 29; -1 -14
<0: 14 -27; 43 30; 1 -14
14 82; 43 30; 1 -14
<0: 14 -26; 43 31; 2 -14
14 83; 43 31; 2 -14
<0: 14 -25; 43 32; 3 -14
14 84; 43 32; 3 -14
<0: 14 -24; 43 33; 4 -14
14 85; 43 33; 4 -14
<0: 14 -23; 43 34; 5 -14
14 86; 43 34; 5 -14
<0: 14 -22; 43 35; 6 -14
14 87; 43 35; 6 -14
<0: 14 -21; 43 36; 7 -14
14 88; 43 36; 7 -14
<0: 14 -20; 43 37; 8 -14
14 89; 43 37; 8 -14
<0: 14 -19; 43 38; 9 -14
14 90; 43 38; 9 -14
<0: 14 -18; 43 39; 10 -14
14 91; 43 39; 10 -14
<0: 14 -17; 43 40; 11 -14
14 92; 43 40; 11 -14
<0: 14 -16; 43 41; 12 -14
14 93; 43 41; 12 -14
<0: 14 -15; 43 42; 13 -14
14 94; 43 42; 13 -14
<0: 14 -14; 43 43; 14 -14
14 95; 43 43; 14 -14
<0: 15 -14; 43 44; 15 -14
15 103; 43 44; 15 -14
<0: 16 -14; 43 45; 16 -14
16 111; 43 45; 16 -14
<0: 17 -14; 43 46; 17 -14
17 119; 43 46; 17 -14
<0: 18 -14; 43 47; 18 -14
18 127; 43 47; 18 -14
<0: 19 -14; 43 48; 19 -14
19 135; 43 48; 19 -14
<0: 20 -14; 43 49; 20 -14
20 143; 43 49; 20 -14
<0: 21 -14; 43 50; 21 -14
21 151; 43 50; 21 -14
<0: 22 -14; 43 51; 22 -14
22 159; 43 51; 22 -14
<0: 23 -14; 43 52; 23 -14
23 167; 43 52; 23 -14
<0: 24 -14; 43 53; 24 -14
24 175; 43 53; 24 -14
<0: 25 -14; 43 54; 25 -14
25 183; 43 54; 25 -14
<0: 26 -14; 43 55; 26 -14
26 191; 43 55; 26 -14
<0: 27 -14; 43 56; 27 -14
27 199; 43 56; 27 -14
<0: 28 -14; 43 57; 28 -14
28 207; 43 57; 28 -14
<0: 29 -14; 43 58; 29 -14
29 215; 43 58; 29 -14
<0: 30 -14; 43 59; 30 -14
30 223; 43 59; 30 -14
<0: 30 -105; 44 0; -30 -15
30 132; 44 0; -30 -15
<0: 29 -101; 44 1; -29 -15
29 128; 44 1; -29 -15
<0: 28 -97; 44 2; -28 -15
28 124; 44 2; -28 -15
<0: 27 -93; 44 3; -27 -15
27 120; 44 3; -27 -15
<0: 26 -89; 44 4; -26 -15
26 116; 44 4; -26 -15
<0: 25 -85; 44 5; -25 -15
25 112; 44 5; -25 -15
<0: 24 -81; 44 6; -24 -15
24 108; 44 6; -24 -15
<0: 23 -77; 44 7; -23 -15
23 104; 44 7; -23 -15
<0: 22 -73; 44 8; -22 -15
22 100; 44 8; -22 -15
<0: 21 -69; 44 9; -21 -15
21 96; 44 9; -21 -15
<0: 20 -65; 44 10; -20 -15
20 92; 44 10; -20 -15
<0: 19 -61; 44 11; -19 -15
19 88; 44 11; -19 -15
<0: 18 -57; 44 12; -18 -15
18 84; 44 12; -18 -15
<0: 17 -53; 44 13; -17 -15
17 80; 44 13; -17 -15
<0: 16 -49; 44 14; -16 -15
16 76; 44 14; -16 -15
<0: 15 -45; 44 15; -15 -15
15 72; 44 15; -15 -15
<0: 15 -44; 44 16; -14 -15
15 73; 44 16; -14 -15
<0: 15 -43; 44 17; -13 -15
15 74; 44 17; -13 -15
<0: 15 -42; 44 18; -12 -15
15 75; 44 18; -12 -15
<0: 15 -41; 44 19; -11 -15
15 76; 44 19; -11 -15
<0: 15 -40; 44 20; -10 -15
15 77; 44 20; -10 -15
<0: 15 -39; 44 21; -9 -15
15 78; 44 21; -9 -15
<0: 15 -38; 44 22; -8 -15
15 79; 44 22; -8 -15
<0: 15 -37; 44 23; -7 -15
15 80; 44 23; -7 -15
<0: 15 -36; 44 24; -6 -15
15 81; 44 24; -6 -15
<0: 15 -35; 44 25; -5 -15
15 82; 44 25; -5 -15
<0: 15 -34; 44 26; -4 -15
15 83; 44 26; -4 -15
<0: 15 -33; 44 27; -3 -15
15 84; 44 27; -3 -15
<0: 15 -32; 44 28; -2 -15
15 85; 44 28; -2 -15
<0: 15 -31; 44 29; -1 -15
15 86; 44 29; -1 -15
<0: 15 -29; 44 30; 1 -15
15 88; 44 30; 1 -15
<0: 15 -28; 44 31; 2 -15
15 89; 44 31; 2 -15
<0: 15 -27; 44 32; 3 -15
15 90; 44 32; 3 -15
<0: 15 -26; 44 33; 4 -15
15 91; 44 33; 4 -15
<0: 15 -25; 44 34; 5 -15
15 92; 44 34; 5 -15
<0: 15 -24; 44 35; 6 -15
15 93; 44 35; 6 -15
<0: 15 -23; 44 36; 7 -15
15 94; 44 36; 7 -15
<0: 15 -22; 44 37; 8 -15
15 95; 44 37; 8 -15
